16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation
27775,Plastic Memories
38101,5-toubun no Hanayome
6045,Kimi ni Todoke
23289,Gekkan Shoujo Nozaki-kun
39551,Tensei shitara Slime Datta Ken 2nd Season
777,Hellsing Ultimate
20787,Black Bullet
21995,Ao Haru Ride
32,Neon Genesis Evangelion: The End of Evangelion
38883,Haikyuu!! To the Top
849,Suzumiya Haruhi no Yuuutsu
39617,Yakusoku no Neverland 2nd Season
35062,Mahoutsukai no Yome
15451,High School DxD New
40221,Kami no Tou
32615,Youjo Senki
2251,Baccano!
41353,The God of High School
37675,Overlord III
10165,Nichijou
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic
32995,Yuri!!! on Ice
33487,Masamune-kun no Revenge
24439,Kekkai Sensen
45576,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2
37799,Tokyo Ghoul:re 2nd Season
33674,No Game No Life: Zero
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2
30484,Steins;Gate 0
34566,Boruto: Naruto Next Generations
48926,"Komi-san wa, Comyushou desu."
14345,Btooom!
16782,Kotonoha no Niwa
41025,Fumetsu no Anata e
16894,Kuroko no Basket 2nd Season
28701,Fate/stay night: Unlimited Blade Works 2nd Season
36649,Banana Fish
50602,Spy x Family Part 2
25013,Akatsuki no Yona
39195,Beastars
32867,Bungou Stray Dogs 2nd Season
18115,Magi: The Kingdom of Magic
47,Akira
25157,Trinity Seven
11887,Kokoro Connect
48561,Jujutsu Kaisen 0 Movie
457,Mushishi
32729,Orange
11843,Danshi Koukousei no Nichijou
10408,Hotarubi no Mori e
30694,Dragon Ball Super
245,Great Teacher Onizuka
1195,Zero no Tsukaima
227,FLCL
4654,Toaru Majutsu no Index
38680,Fruits Basket 1st Season
2966,Ookami to Koushinryou
10719,Boku wa Tomodachi ga Sukunai
12355,Ookami Kodomo no Ame to Yuki
28623,Koutetsujou no Kabaneri
37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II
934,Higurashi no Naku Koro ni
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri"
18507,Free!
24703,High School DxD BorN
40776,Haikyuu!! To the Top Part 2
249,InuYasha
2236,Toki wo Kakeru Shoujo
42361,"Ijiranaide, Nagatoro-san"
28927,Owari no Seraph: Nagoya Kessen-hen
28677,Yamada-kun to 7-nin no Majo
13125,Shinsekai yori
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou"
37086,Kakegurui××
32542,Sakamoto desu ga?
37105,Grand Blue
14467,K
38040,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu
339,Serial Experiments Lain
24415,Kuroko no Basket 3rd Season
6,Trigun
33506,Ao no Exorcist: Kyoto Fujouou-hen
40956,Enen no Shouboutai: Ni no Shou
39597,Sword Art Online: Alicization - War of Underworld
30307,Monster Musume no Iru Nichijou
36896,Boku no Hero Academia the Movie 1: Futari no Hero
43299,Wonder Egg Priority
37982,Domestic na Kanojo
31798,Kiznaiver
18671,Chuunibyou demo Koi ga Shitai! Ren
41457,86
1210,NHK ni Youkoso!
40356,Tate no Yuusha no Nariagari Season 2
11597,Nisemonogatari
31859,Hai to Gensou no Grimgar
41389,Tonikaku Kawaii
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2
34902,Tsurezure Children
31765,Sword Art Online Movie: Ordinal Scale
51019,Kimetsu no Yaiba: Katanakaji no Sato-hen
270,Hellsing
39701,Nanatsu no Taizai: Kamigami no Gekirin
32901,Eromanga-sensei
32951,Rokudenashi Majutsu Koushi to Akashic Records
11759,Accel World
32998,91 Days
36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan
37210,Isekai Maou to Shoukan Shoujo no Dorei Majutsu
31722,Nanatsu no Taizai: Seisen no Shirushi
49926,Kimetsu no Yaiba: Mugen Ressha-hen
39783,5-toubun no Hanayome ∬
38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai
52034,"""Oshi no Ko"""
27787,Nisekoi:
1482,D.Gray-man
7791,K-On!!
437,Perfect Blue
11633,Blood Lad
28825,Himouto! Umaru-chan
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai
2993,Rosario to Vampire
36882,Arifureta Shokugyou de Sekai Saikyou
32949,Kuzu no Honkai
392,Yuu☆Yuu☆Hakusho
31646,3-gatsu no Lion
23233,Shinmai Maou no Testament
1818,Claymore
42310,Cyberpunk: Edgerunners
28297,Ore Monogatari!!
30123,Akagami no Shirayuki-hime
51009,Jujutsu Kaisen 2nd Season
17074,Monogatari Series: Second Season
578,Hotaru no Haka
2476,School Days
35994,Satsuriku no Tenshi
22789,Barakamon
30544,Gakusen Toshi Asterisk
23277,Saenai Heroine no Sodatekata
34618,Blend S
22147,Amagi Brilliant Park
23281,Psycho-Pass 2
14289,Suki tte Ii na yo.
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!
877,Nana
1887,Lucky☆Star
34280,Gamers!
14713,Kamisama Hajimemashita
40052,Great Pretender
37141,Hataraku Saibou
790,Ergo Proxy
34542,Inuyashiki
33,Kenpuu Denki Berserk
18277,Strike the Blood
33489,Little Witch Academia (TV)
9041,IS: Infinite Stratos
3455,To LOVE-Ru
6347,Baka to Test to Shoukanjuu
19163,Date A Live II
28497,Rokka no Yuusha
34612,Saiki Kusuo no Ψ-nan 2
50172,Mob Psycho 100 III
43,Koukaku Kidoutai
8525,Kami nomi zo Shiru Sekai
8841,Kore wa Zombie desu ka?
527,Pokemon
225,Dragon Ball GT
28977,Gintama°
7674,Bakuman.
49596,Blue Lock
38003,Bungou Stray Dogs 3rd Season
40834,Ousama Ranking
36475,Sword Art Online Alternative: Gun Gale Online
11499,Sankarea
17729,Grisaia no Kajitsu
23321,Log Horizon 2nd Season
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru
39940,Shokugeki no Souma: Shin no Sara
7311,Suzumiya Haruhi no Shoushitsu
6213,Toaru Kagaku no Railgun
3457,Vampire Knight
16067,Nagi no Asu kara
40540,Sword Art Online: Alicization - War of Underworld 2nd Season
16870,The Last: Naruto the Movie
46569,Jigokuraku
7724,Shiki
40938,Hige wo Soru. Soshite Joshikousei wo Hirou.
14075,Zetsuen no Tempest
49918,Boku no Hero Academia 6th Season
9513,Beelzebub
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu
31580,Ajin
35860,Karakai Jouzu no Takagi-san
136,Hunter x Hunter
2034,Lovely★Complex
15315,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?
40454,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III
37987,Violet Evergarden Movie
39534,Jibaku Shounen Hanako-kun
36407,Kenja no Mago
25183,Gangsta.
263,Hajime no Ippo
7593,Kiss x Sis (TV)
512,Majo no Takkyuubin
51096,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season
40750,Kaifuku Jutsushi no Yarinaoshi
2890,Gake no Ue no Ponyo
5630,Higashi no Eden
6707,Kuroshitsuji II
31339,Drifters
39565,Boku no Hero Academia the Movie 2: Heroes:Rising
48316,Kage no Jitsuryokusha ni Naritakute!
6594,Katanagatari
2759,Evangelion: 1.0 You Are (Not) Alone
39533,Given
1604,Katekyou Hitman Reborn!
35203,Isekai wa Smartphone to Tomo ni.
25397,Absolute Duo
50346,Yofukashi no Uta
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru
15689,Nekomonogatari: Kuro
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2"
38656,Darwin's Game
9969,Gintama'
27631,God Eater
8425,Gosick
42923,SK∞
39247,Kobayashi-san Chi no Maid Dragon S
31442,Musaigen no Phantom World
51535,Shingeki no Kyojin: The Final Season - Kanketsu-hen
120,Fruits Basket
31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?
34822,Tsuki ga Kirei
355,Shakugan no Shana
3784,Evangelion: 2.0 You Can (Not) Advance
4081,Natsume Yuujinchou
34403,Hajimete no Gal
1943,Paprika
14967,Boku wa Tomodachi ga Sukunai Next
38668,Dorohedoro
49387,Vinland Saga Season 2
4382,Suzumiya Haruhi no Yuuutsu (2009)
7088,Ichiban Ushiro no Daimaou
9260,Kizumonogatari I: Tekketsu-hen
46095,Vivy: Fluorite Eye's Song
40902,Shokugeki no Souma: Gou no Sara
38790,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.
5681,Summer Wars
1519,Black Lagoon: The Second Barrage
48580,Vanitas no Karte
22729,Aldnoah.Zero
34382,Citrus
47790,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru"
32105,Sousei no Onmyouji
25781,Shingeki no Kyojin: Kuinaki Sentaku
45613,Kawaii dake ja Nai Shikimori-san
36296,Hinamatsuri (TV)
36563,Megalo Box
11013,Inu x Boku SS
1840,Zero no Tsukaima: Futatsuki no Kishi
34281,High School DxD Hero
41467,Bleach: Sennen Kessen-hen
34497,Death March kara Hajimaru Isekai Kyousoukyoku
48556,Takt Op. Destiny
35972,Fairy Tail: Final Series
47917,Bocchi the Rock!
35839,Sora yori mo Tooi Basho
34561,Re:Creators
48895,Overlord IV
71,Full Metal Panic!
40417,Fruits Basket 2nd Season
8861,"Yosuga no Sora: In Solitude, Where We Are Least Alone."
10162,Usagi Drop
45,Rurouni Kenshin: Meiji Kenkaku Romantan
10110,Mayo Chiki!
34881,Aho Girl
8675,Seitokai Yakuindomo
5341,Ookami to Koushinryou II
37976,Zombieland Saga
47194,Summertime Render
16011,Tokyo Ravens
23199,Durarara!!x2 Shou
14833,Maoyuu Maou Yuusha
59,Chobits
39463,Gleipnir
48661,JoJo no Kimyou na Bouken Part 6: Stone Ocean
513,Tenkuu no Shiro Laputa
48483,Mieruko-chan
5958,Sora no Otoshimono
34798,Yuru Camp△
1889,Higurashi no Naku Koro ni Kai
31741,Magi: Sinbad no Bouken (TV)
31181,Owarimonogatari
34662,Fate/Apocrypha
39196,Mairimashita! Iruma-kun
9656,Kimi ni Todoke 2nd Season
37171,Asobi Asobase
40010,Ishuzoku Reviewers
23673,Ookami Shoujo to Kuro Ouji
48569,86 Part 2
41226,Uzaki-chan wa Asobitai!
39017,Kyokou Suiri
36038,Net-juu no Susume
48413,Hataraku Maou-sama!!
28755,Boruto: Naruto the Movie
50709,Lycoris Recoil
50631,"Komi-san wa, Comyushou desu. 2nd Season"
8937,Toaru Majutsu no Index II
32093,Tanaka-kun wa Itsumo Kedaruge
10800,Chihayafuru
42938,Fruits Basket: The Final
18397,Shingeki no Kyojin OVA
51179,Mushoku Tensei II: Isekai Ittara Honki Dasu
31758,Kizumonogatari III: Reiketsu-hen
33731,Gabriel DropOut
1691,Kaze no Stigma
31636,Dagashi Kashi
27989,Hibike! Euphonium
35557,Houseki no Kuni
38483,Ore wo Suki nano wa Omae dake ka yo
15225,Hentai Ouji to Warawanai Neko.
46352,Blue Period
24765,Gakkougurashi!
32899,Watashi ga Motete Dousunda
25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower
32887,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria
15051,Love Live! School Idol Project
36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei
3712,Zero no Tsukaima: Princesses no Rondo
7785,Yojouhan Shinwa Taikei
25835,Shirobako
21603,Mekakucity Actors
38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...
31757,Kizumonogatari II: Nekketsu-hen
3785,Evangelion: 3.0 You Can (Not) Redo
237,Koukyoushihen Eureka Seven
10863,Steins;Gate: Oukoubakko no Poriomania
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.
38186,Bokutachi wa Benkyou ga Dekinai
10161,No.6
6956,Working!!
232,Cardcaptor Sakura
34451,Kekkai Sensen & Beyond
31737,Gakusen Toshi Asterisk 2nd Season
40935,Beastars 2nd Season
5530,Pandora Hearts
31953,New Game!
21855,Hanamonogatari
2593,Kara no Kyoukai Movie 1: Fukan Fuukei
41433,Akudama Drive
17549,Non Non Biyori
41120,Fugou Keiji: Balance:Unlimited
13161,Hagure Yuusha no Aesthetica
25159,Inou-Battle wa Nichijou-kei no Naka de
37984,"Kumo desu ga, Nani ka?"
16417,Tamako Market
35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou
28805,Bakemono no Ko
41168,Nakitai Watashi wa Neko wo Kaburu
11319,Zero no Tsukaima F
4214,Rosario to Vampire Capu2
12549,"Dakara Boku wa, H ga Dekinai."
37345,Plunderer
41084,Made in Abyss: Retsujitsu no Ougonkyou
41491,Nanatsu no Taizai: Funnu no Shinpan
22265,Free! Eternal Summer
28025,Tsukimonogatari
24405,World Trigger
34934,Koi to Uso
46102,Odd Taxi
33988,Demi-chan wa Kataritai
40911,Yuukoku no Moriarty
323,Mousou Dairinin
6573,Darker than Black: Ryuusei no Gemini
48549,Dr. Stone: New World
21843,Shingeki no Bahamut: Genesis
34443,Baki
39741,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou
54112,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto
29095,Grisaia no Rakuen
4063,Sekirei
40787,Josee to Tora to Sakana-tachi
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru"
43692,Gokushufudou
42963,"Kanojo, Okarishimasu 2nd Season"
25681,Kamisama Hajimemashita◎
12445,Tasogare Otome x Amnesia
41623,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω
22145,Kuroshitsuji: Book of Circus
53393,Tengoku Daimakyou
552,Digimon Adventure
32380,Kono Subarashii Sekai ni Shukufuku wo! Kono Subarashii Choker ni Shukufuku wo!
32686,Keijo!!!!!!!!
52211,Mashle
35180,3-gatsu no Lion 2nd Season
30363,Shinmai Maou no Testament Burst
30749,Saijaku Muhai no Bahamut
467,Koukaku Kidoutai: Stand Alone Complex
33502,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?
27831,Durarara!!x2 Ten
20541,Mikakunin de Shinkoukei
481,Yu☆Gi☆Oh! Duel Monsters
35247,Owarimonogatari 2nd Season
6114,Rainbow: Nisha Rokubou no Shichinin
43523,Tsuki ga Michibiku Isekai Douchuu
268,Golden Boy
18247,IS: Infinite Stratos 2
36946,Dragon Ball Super: Broly
20031,D-Frag!
7817,B-gata H-kei
10080,Kami nomi zo Shiru Sekai II
8795,Panty & Stocking with Garterbelt
12293,Campione! Matsurowanu Kamigami to Kamigoroshi no Maou
40571,Majo no Tabitabi
39026,Dumbbell Nan Kilo Moteru?
22135,Ping Pong the Animation
35466,ReLIFE: Kanketsu-hen
16049,Toaru Kagaku no Railgun S
36633,Date A Live III
11433,Ano Natsu de Matteru
6033,Dragon Ball Kai
21405,Bokura wa Minna Kawai-sou
21647,Tamako Love Story
12531,Sakamichi no Apollon
38472,Isekai Quartet
33049,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly
44961,Platinum End
36028,Golden Kamuy
20853,Hitsugi no Chaika
10790,Kore wa Zombie desu ka? of the Dead
33475,Busou Shoujo Machiavellianism
8676,Amagami SS
15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou
530,Bishoujo Senshi Sailor Moon
27833,Durarara!!x2 Ketsu
150,Blood+
41710,Genjitsu Shugi Yuusha no Oukoku Saikenki
8630,Hidan no Aria
41899,Ore dake Haireru Kakushi Dungeon
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari
28249,Arslan Senki (TV)
5,Cowboy Bebop: Tengoku no Tobira
6675,Redline
185,Initial D First Stage
1292,Afro Samurai
8516,Baka to Test to Shoukanjuu Ni!
572,Kaze no Tani no Nausicaä
13663,To LOVE-Ru Darkness
31338,Hundred
40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita"
33926,Quanzhi Gaoshou
40908,Kemono Jihen
4752,Vampire Knight Guilty
40357,Tate no Yuusha no Nariagari Season 3
3470,Special A
10490,Blood-C
50273,Tomodachi Game
41456,"Sentouin, Hakenshimasu!"
32262,Renai Boukun
37475,Kishuku Gakkou no Juliet
3786,Evangelion: 3.0+1.0 Thrice Upon a Time
40507,Arifureta Shokugyou de Sekai Saikyou 2nd Season
154,Shaman King
22877,Seireitsukai no Blade Dance
34626,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!
30727,Saenai Heroine no Sodatekata ♭
40046,Id:Invaded
46471,"Tantei wa Mou, Shindeiru."
40060,BNA
12413,Jormungand
19369,Outbreak Company
228,Jigoku Shoujo
40530,Jaku-Chara Tomozaki-kun
384,Gantz
32379,Berserk
31173,Akagami no Shirayuki-hime 2nd Season
11785,Haiyore! Nyaruko-san
24455,Madan no Ou to Vanadis
43969,Kanojo mo Kanojo
16762,Mirai Nikki: Redial
585,Mimi wo Sumaseba
7647,Arakawa Under the Bridge
11285,Black★Rock Shooter (TV)
52305,Tomo-chan wa Onnanoko!
20057,Space☆Dandy
10030,Bakuman. 2nd Season
857,Air Gear
32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken
3002,Gyakkyou Burai Kaiji: Ultimate Survivor
44203,Seirei Gensouki
38759,Sewayaki Kitsune no Senko-san
66,Azumanga Daiou The Animation
17513,Diabolik Lovers
38397,Nande Koko ni Sensei ga!?
53126,Yamada-kun to Lv999 no Koi wo Suru
235,Detective Conan
40497,Mahouka Koukou no Rettousei: Raihousha-hen
16706,Kami nomi zo Shiru Sekai: Megami-hen
32827,B: The Beginning
2605,Sayonara Zetsubou Sensei
13667,Naruto: Shippuuden Movie 6 - Road to Ninja
7711,Karigurashi no Arrietty
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.
33050,Fate/stay night Movie: Heaven's Feel - III. Spring Song
38572,Assassins Pride
44074,Shiguang Dailiren
57,Beck
10495,Yuru Yuri
15379,Kotoura-san
16524,Suisei no Gargantia
21431,Gokukoku no Brynhildr
35413,Imouto sae Ireba Ii.
21085,Witch Craft Works
36793,3D Kanojo: Real Girl
35838,Shoujo Shuumatsu Ryokou
5682,Phantom: Requiem for the Phantom
38753,Araburu Kisetsu no Otome-domo yo.
37786,Yagate Kimi ni Naru
40904,Bokutachi no Remake
35222,Gakuen Babysitters
9181,Motto To LOVE-Ru
9289,Hanasaku Iroha
11703,Code:Breaker
2418,Stranger: Mukou Hadan
34636,Ballroom e Youkoso
30016,Nanbaka
27991,K: Return of Kings
39792,Eizouken ni wa Te wo Dasu na!
430,Fullmetal Alchemist: The Conqueror of Shamballa
37497,Irozuku Sekai no Ashita kara
28725,Kokoro ga Sakebitagatterunda.
12365,Bakuman. 3rd Season
5042,Kiss x Sis
6500,Seikon no Qwaser
2104,Seto no Hanayome
16662,Kaze Tachinu
24,School Rumble
38993,Karakai Jouzu no Takagi-san 2
10396,Ben-To
53887,Spy x Family Season 2
202,Wolf's Rain
41488,Tensura Nikki: Tensei shitara Slime Datta Ken
30911,Tales of Zestiria the Cross
49220,Isekai Ojisan
9617,K-On! Movie
40716,Kakushigoto
17247,Machine-Doll wa Kizutsukanai
20767,Noragami OVA
37435,Carole & Tuesday
9367,Freezing
34240,Shelter (Music)
41619,Munou na Nana
37095,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou"
50608,Tokyo Revengers: Seiya Kessen-hen
42351,Senpai ga Uzai Kouhai no Hanashi
31704,One Punch Man: Road to Hero
2246,Mononoke
49520,Aharen-san wa Hakarenai
15417,Gintama': Enchousen
33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen
37744,Isekai Cheat Magician
39326,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?
43690,Tenkuu Shinpan
12291,Acchi Kocchi
27821,Fate/stay night: Unlimited Blade Works Prologue
861,xxxHOLiC
31772,One Punch Man Specials
31764,Nejimaki Seirei Senki: Tenkyou no Alderamin
32828,Amaama to Inazuma
20021,Sword Art Online: Extra Edition
820,Ginga Eiyuu Densetsu
47164,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen
21327,Isshuukan Friends.
41094,Xian Wang de Richang Shenghuo
1698,Nodame Cantabile
12467,Nazo no Kanojo X
10163,C: The Money of Soul and Possibility Control
22101,Soredemo Sekai wa Utsukushii
14349,Little Witch Academia
24133,Taimadou Gakuen 35 Shiken Shoutai
486,Kino no Tabi: The Beautiful World
34437,Code Geass: Fukkatsu no Lelouch
48417,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II"
27655,Aldnoah.Zero Part 2
2787,Shakugan no Shana II (Second)
34096,Gintama.
22663,Seiken Tsukai no World Break
1726,Devil May Cry
41402,Mairimashita! Iruma-kun 2nd Season
9515,Highschool of the Dead: Drifters of the Dead
39710,Yesterday wo Utatte
34279,Grancrest Senki
4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen"
18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.
9379,Denpa Onna to Seishun Otoko
35639,Just Because!
31952,Kono Bijutsu-bu ni wa Mondai ga Aru!
10213,Maji de Watashi ni Koi Shinasai!
20689,Hamatora The Animation
14199,Oniichan dakedo Ai sae Areba Kankeinai yo ne!
36106,Shingeki no Kyojin: Lost Girls
1559,Shijou Saikyou no Deshi Kenichi
8086,Densetsu no Yuusha no Densetsu
31658,Kuroko no Basket Movie 4: Last Game
10721,Mawaru Penguindrum
101,Air
31163,Dimension W
14131,Girls & Panzer
40056,Deca-Dence
39198,Kanata no Astra
44037,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita"
37517,Happy Sugar Life
36726,Yuragi-sou no Yuuna-san
48849,Sonny Boy
34984,Koi wa Ameagari no You ni
38080,Kono Oto Tomare!
